1,52,,,1,3.428571429,,,1,1.214285714,,,1,526.6961632,
2,148,136.6666667,,2,2.2,2.501190476,,2,6,6.571428571,,2,139.1290083,369.3960005
3,210,197.6666667,,3,1.875,2.001190476,,3,12.5,7.141025641,,3,442.3628299,233.8493892
4,235,230.6666667,,4,1.928571429,1.601190476,,4,2.923076923,14.47435897,,4,120.0563295,245.2190079
5,247,248.6666667,,5,1,1.591575092,,5,28,12.97435897,,5,173.2378644,143.388077
6,264,253,,6,1.846153846,1.321266968,,6,8,14,,6,136.8700373,133.082601
7,248,242.6666667,,7,1.117647059,1.279600302,,7,6,5.740740741,,7,89.13990138,104.6087335
8,216,218.3333333,,8,0.875,0.973739496,,8,3.222222222,4.296296296,,8,87.81626183,83.69298227
9,191,199.3333333,,9,0.928571429,0.816876751,,9,3.666666667,4.518518519,,9,74.1227836,70.38737006
10,191,183.3333333,,10,0.647058824,0.730338289,,10,6.666666667,4.711111111,,10,49.22306474,58.96941558
11,168,179.6666667,,11,0.615384615,0.554147813,,11,3.8,9.822222222,,11,53.56239842,53.64052972
12,180,176,,12,0.4,0.471794872,,12,19,10.15555556,,12,58.136126,58.29778595
13,180,178,,13,0.4,0.4,,13,7.666666667,10.97222222,,13,63.19483344,46.15995788
14,174,163.6666667,,14,0.4,0.329166667,,14,6.25,6.105555556,,14,17.1489142,30.27127532
15,137,132.3333333,,15,0.1875,0.23504902,,15,4.4,4.407142857,,15,10.47007831,18.26563438
16,86,85,,16,0.117647059,0.18504902,,16,2.571428571,2.805291005,,16,27.17791063,16.42350113
17,32,39.33333333,,17,0.25,0.189215686,,17,1.444444444,1.671957672,,17,11.62251444,23.04127883
18,0,10.66666667,,18,0.2,0.483333333,,18,1,1.148148148,,18,30.32341141,15.7959453
19,0,0,,19,1,0.733333333,,19,1,1,,19,5.441910038,11.92177382
20,0,,,20,1,,,20,1,,,20,0,
